listing_id,date,num_reviews,reviewers,city
45916385,2025-10-01,2,"22301556,211535355",raleigh
45916385,2025-12-01,1,247088121,raleigh
29157716,2026-05-01,1,135739596,raleigh
29157716,2026-03-01,1,338820088,raleigh
29157716,2025-10-01,2,"135739596,179144977",raleigh
48341645,2026-05-01,1,270377233,raleigh
48341645,2025-10-01,1,502926133,raleigh
48341645,2025-08-01,1,85924230,raleigh
48576429,2026-05-01,1,711653712,raleigh
48576429,2026-04-01,2,"753314388,455100449",raleigh
48576429,2025-07-01,1,560584341,raleigh
48576429,2025-06-01,2,"139243737,531710822",raleigh
48576429,2025-11-01,1,108849976,raleigh
48576429,2025-10-01,2,"720384195,587800251",raleigh
48576429,2025-12-01,1,481599021,raleigh
48576429,2026-01-01,2,"289772481,418744617",raleigh
30399874,2026-03-01,2,"455703194,438415136",raleigh
30399874,2025-07-01,2,"196747398,315417977",raleigh
30399874,2025-09-01,1,133608044,raleigh
30399874,2025-11-01,3,"75122915,380201442,515848182",raleigh
30399874,2026-01-01,1,491829280,raleigh
30399874,2026-04-01,1,117292684,raleigh
30399874,2026-02-01,1,37484453,raleigh
30399874,2025-06-01,2,"193252782,540857106",raleigh
30399874,2025-10-01,2,"38179222,331592089",raleigh
30399874,2025-08-01,3,"85984109,557711232,72280808",raleigh
25049318,2026-03-01,1,30565526,raleigh
25049318,2026-01-01,1,737497463,raleigh
25049318,2025-07-01,1,174269462,raleigh
25049318,2026-02-01,1,30565526,raleigh
25049318,2025-10-01,1,27107577,raleigh
394527,2025-11-01,3,"115405495,711890286,37890428",raleigh
394527,2025-07-01,3,"386655126,57020597,168598454",raleigh
394527,2026-03-01,3,"7978594,750662684,188169424",raleigh
394527,2025-06-01,4,"688558811,155626262,201166400,346175231",raleigh
394527,2025-10-01,6,"18265684,202367174,229607317,72319493,239072505,315540362",raleigh
394527,2026-02-01,1,7591585,raleigh
394527,2025-09-01,3,"26993852,86155523,152327678",raleigh
394527,2026-01-01,1,492582776,raleigh
394527,2025-08-01,2,"54281906,107500890",raleigh
394527,2026-04-01,2,"135848592,248721983",raleigh
43703499,2025-12-01,1,460116113,raleigh
43703499,2025-07-01,3,"177379909,226918971,250109252",raleigh
43703499,2026-03-01,1,222124631,raleigh
43703499,2026-04-01,2,"279230403,216442757",raleigh
52720823,2026-04-01,1,416827576,raleigh
52720823,2026-03-01,4,"733913374,447954870,350709407,551406255",raleigh
52720823,2026-01-01,2,"46164834,517376470",raleigh
52720823,2025-12-01,2,"129946492,732033281",raleigh
52720823,2025-11-01,4,"21128484,530370950,333821857,6799505",raleigh
52720823,2025-10-01,1,55029535,raleigh
52720823,2025-08-01,4,"263298116,388007911,6488911,684798344",raleigh
52720823,2025-06-01,1,403257077,raleigh
52719743,2026-04-01,1,514729196,raleigh
52719743,2026-02-01,1,16742200,raleigh
52719743,2025-11-01,2,"143750297,84772509",raleigh
52296361,2026-04-01,2,"261548546,2932544",raleigh
52296361,2026-03-01,2,"2932544,156326650",raleigh
52296361,2026-02-01,1,178319873,raleigh
52296361,2025-12-01,1,399559559,raleigh
52296361,2025-11-01,3,"47045443,366647936,32016351",raleigh
52296361,2025-10-01,5,"399559559,480088896,37729955,2719454,682281142",raleigh
52296361,2025-09-01,1,426636082,raleigh
52296361,2025-08-01,2,"399559559,584760181",raleigh
52296361,2025-07-01,4,"519852075,159296613,20775534,11311164",raleigh
19084401,2025-07-01,1,665358093,raleigh
19084401,2026-05-01,1,598950674,raleigh
22151742,2025-08-01,1,158756752,raleigh
47018693,2026-02-01,1,741471935,raleigh
47018693,2026-03-01,1,449258992,raleigh
47018693,2025-08-01,1,417160490,raleigh
47018693,2025-06-01,1,472912258,raleigh
16212302,2025-11-01,1,43695063,raleigh
16212302,2025-07-01,2,"473471374,477154721",raleigh
16212302,2025-08-01,1,663881986,raleigh
16212302,2025-06-01,1,160772124,raleigh
16212302,2025-10-01,2,"416385384,703338042",raleigh
16212302,2026-04-01,2,"68290289,755142383",raleigh
31057507,2025-11-01,1,698950424,raleigh
31057507,2025-09-01,1,716352176,raleigh
31057507,2025-08-01,1,503233351,raleigh
45189139,2025-11-01,1,38584051,raleigh
45189139,2025-10-01,2,"390392638,218494104",raleigh
45189139,2025-09-01,3,"200032845,294947605,332187862",raleigh
45189139,2025-08-01,1,234463543,raleigh
45189139,2025-07-01,2,"89559366,105744991",raleigh
45189139,2025-06-01,2,"146215374,359894350",raleigh
45189139,2026-04-01,2,"58313803,483366643",raleigh
45189139,2026-03-01,2,"115822854,26790298",raleigh
687864,2026-03-01,10,"456860444,188970823,392048170,269101651,75655723,248195742,730753202,748156928,210241004,64573913",raleigh
687864,2025-11-01,7,"585030245,1844205,273414406,255976621,347488099,197822549,715151438",raleigh
687864,2025-07-01,7,"656439505,233031242,506347803,689823079,327786645,671561598,125570153",raleigh
687864,2026-02-01,7,"494565177,435474687,462603551,687196563,78498198,439777216,13631532",raleigh
687864,2025-10-01,9,"277074993,654832066,462521694,345684516,125535875,491030791,328896609,26947419,289644250",raleigh
687864,2025-06-01,8,"538850313,338060000,135755514,22813406,420088214,582119818,495393819,667654272",raleigh
687864,2026-05-01,5,"692248789,566441254,440351348,247246492,253530129",raleigh
687864,2026-01-01,6,"117341184,243654704,116872678,539451528,429568510,223875710",raleigh
687864,2025-09-01,11,"176357506,352351475,404205881,408402890,59330767,59330767,677064911,59330767,219979091,703319100,265041575",raleigh
687864,2026-04-01,5,"679842769,335724940,654626566,430284454,508924955",raleigh
687864,2025-12-01,6,"210467663,269607496,339519205,293368425,133993901,595035233",raleigh
687864,2025-08-01,6,"311670769,696418226,186370743,226400738,230035458,536579833",raleigh
37393474,2025-10-01,1,2035064,raleigh
37393474,2025-07-01,1,704720580,raleigh
14058662,2025-11-01,2,"501666932,102528733",raleigh
14058662,2025-09-01,2,"336547334,102528733",raleigh
14058662,2025-10-01,3,"145167425,250282423,34655964",raleigh
14058662,2025-08-01,1,102528733,raleigh
14058662,2025-06-01,1,29696074,raleigh
45138932,2026-05-01,1,565175947,raleigh
45138932,2026-03-01,3,"540392140,266623625,290900993",raleigh
45138932,2026-01-01,2,"580175786,308390484",raleigh
45138932,2025-11-01,2,"15910182,303327107",raleigh
45138932,2025-09-01,1,4134894,raleigh
45138932,2025-07-01,4,"385500828,16190797,22348192,102347325",raleigh
45138932,2026-02-01,3,"703296680,88335053,28941583",raleigh
45138932,2025-12-01,4,"489507728,266623625,105604008,672826311",raleigh
45138932,2025-10-01,4,"33941534,388459666,690553304,133446178",raleigh
45138932,2025-08-01,4,"455981495,683119760,16021748,465572372",raleigh
45138932,2025-06-01,4,"683119760,560712269,132488905,44383862",raleigh
28438484,2026-03-01,5,"666181576,479709542,385166920,532626688,130609038",raleigh
28438484,2025-07-01,1,522983139,raleigh
28438484,2025-09-01,2,"697477520,150348614",raleigh
28438484,2026-01-01,2,"464753058,595163642",raleigh
28438484,2026-04-01,3,"399400340,695957711,1443899",raleigh
28438484,2026-02-01,1,166666411,raleigh
28438484,2025-06-01,3,"15305273,170421410,560336694",raleigh
28438484,2025-08-01,3,"37280679,193540414,251725948",raleigh
28438484,2025-10-01,1,704128905,raleigh
20665444,2026-03-01,2,"266021522,114659071",raleigh
20665444,2025-11-01,2,"247134045,680703432",raleigh
20665444,2025-07-01,2,"160505322,306629447",raleigh
20665444,2025-10-01,2,"128900994,176999096",raleigh
20665444,2025-06-01,3,"382219312,530264219,265762821",raleigh
20665444,2026-02-01,2,"731768101,60955040",raleigh
20665444,2026-05-01,1,191259520,raleigh
20665444,2026-01-01,1,552474352,raleigh
20665444,2025-09-01,2,"574093290,157062846",raleigh
20665444,2026-04-01,1,11269856,raleigh
20665444,2025-08-01,3,"458633585,277383789,569627287",raleigh
34112697,2026-01-01,1,719389787,raleigh
34112697,2025-11-01,1,181392716,raleigh
30934934,2026-05-01,4,"720759842,48269605,50533991,163442702",raleigh
30934934,2026-04-01,10,"139766057,228892472,755907496,255588157,519142470,34306189,200455545,169177643,488042001,81488441",raleigh
30934934,2026-03-01,9,"10394103,747202379,423744961,52478494,751043586,180924837,695585297,369920351,6720711",raleigh
30934934,2026-02-01,6,"722044259,346109929,1899112,124737341,256064815,72688348",raleigh
30934934,2026-01-01,3,"440614471,206659397,726056644",raleigh
30934934,2025-12-01,7,"419843875,594666925,256064815,563496986,2516093,82252,492267142",raleigh
30934934,2025-11-01,8,"679000541,103471689,39908733,183442162,12522336,256064815,179012610,548208013",raleigh
30934934,2025-10-01,9,"39908733,718351229,719156696,182188584,510458255,250381564,117605938,529717169,675484386",raleigh
30934934,2025-09-01,12,"714540951,500943234,222607459,150724250,27814144,507361036,718351229,53509990,401884777,184405364,198064826,17037779",raleigh
30934934,2025-08-01,6,"712577320,417516228,63620166,498803888,531450466,370097611",raleigh
30934934,2025-07-01,3,"504227056,436897318,60549313",raleigh
30934934,2025-06-01,4,"189347186,570536866,509903609,60275876",raleigh
20124695,2026-05-01,3,"107568500,13979320,334624176",raleigh
20124695,2026-03-01,4,"85197087,708150655,72474098,181803784",raleigh
20124695,2026-01-01,2,"169526550,366312285",raleigh
20124695,2025-11-01,2,"175686185,86072448",raleigh
20124695,2025-09-01,2,"43863675,64517785",raleigh
20124695,2025-07-01,1,672625393,raleigh
20124695,2026-04-01,3,"326941693,2982111,129457067",raleigh
20124695,2026-02-01,1,33273757,raleigh
20124695,2025-10-01,4,"115345310,328953005,143592813,430853167",raleigh
20124695,2025-08-01,3,"46979053,474874351,529339577",raleigh
20124695,2025-06-01,1,383192451,raleigh
973948,2026-03-01,1,148363325,raleigh
973948,2025-11-01,5,"76654835,6902084,36865905,21335092,236788457",raleigh
973948,2025-07-01,2,"293725627,171896993",raleigh
973948,2026-02-01,3,"380504349,5028930,275141779",raleigh
973948,2025-10-01,2,"81927931,403259329",raleigh
973948,2025-06-01,1,19750861,raleigh
973948,2026-01-01,1,304874354,raleigh
973948,2025-09-01,2,"3230750,39760520",raleigh
973948,2026-04-01,2,"698319514,534332211",raleigh
973948,2025-08-01,2,"26538692,78690611",raleigh
30962549,2026-03-01,2,"106312271,106312271",raleigh
30962549,2025-11-01,2,"503607239,185249225",raleigh
30962549,2025-09-01,3,"101312158,79589962,26863798",raleigh
30962549,2025-07-01,4,"8646897,179195029,584660609,107084611",raleigh
30962549,2026-04-01,4,"1585801,57878954,73195452,12194780",raleigh
30962549,2026-02-01,2,"26863798,326247331",raleigh
30962549,2025-12-01,1,145849152,raleigh
30962549,2025-10-01,3,"189784673,524687859,162953170",raleigh
30962549,2025-08-01,4,"709392819,240445450,49649944,193502007",raleigh
30962549,2025-06-01,3,"77581161,344978662,348747952",raleigh
27358914,2026-05-01,3,"431838812,34746222,68550131",raleigh
27358914,2026-03-01,4,"746092439,242484832,88335053,753083816",raleigh
27358914,2026-01-01,5,"129608754,90132,293267793,483551766,730738097",raleigh
27358914,2025-11-01,4,"368037821,404789962,470007530,722049350",raleigh
27358914,2025-09-01,5,"5403589,139674087,430397343,168736209,393412271",raleigh
27358914,2025-07-01,12,"204306357,383824248,267973154,310796803,157675969,81350124,664924396,430645579,307056545,99493258,89934524,179999141",raleigh
27358914,2026-04-01,3,"256451656,134754601,11201571",raleigh
27358914,2026-02-01,5,"26896869,22309102,545306559,118859929,72409568",raleigh
27358914,2025-12-01,5,"147555794,179999141,287403776,703530170,12300486",raleigh
27358914,2025-10-01,5,"463783706,39132058,75026861,198601825,129608754",raleigh
27358914,2025-08-01,10,"539767054,15651525,88125780,402022036,109064106,457389841,209483425,63542926,568214183,65524579",raleigh
27358914,2025-06-01,4,"146584,251185491,13131867,121051678",raleigh
19874507,2026-05-01,3,"44531812,755142383,755142383",raleigh
19874507,2026-03-01,9,"664790250,732657301,357529177,573897643,499898860,427002155,299027938,165723667,27124371",raleigh
19874507,2026-01-01,10,"395628358,76923484,575922469,2560100,363716299,323038504,41842587,531895705,172128284,297621124",raleigh
19874507,2025-11-01,13,"130059132,72509679,535016819,405705176,395006517,724709705,679834279,305471175,407919005,196649841,293250329,219902127,33217630",raleigh
19874507,2025-09-01,6,"27261584,470589204,443120483,48873997,131630219,1912641",raleigh
19874507,2025-07-01,10,"401235952,305305262,246048890,442282396,693928823,401471296,703869943,103288008,297621124,184432923",raleigh
19874507,2026-04-01,2,"187541971,172011873",raleigh
19874507,2026-02-01,6,"5350361,113708065,98972175,339237874,203788467,744963311",raleigh
19874507,2025-12-01,8,"315296921,185140755,172128284,198384022,35967257,552224022,80444491,258232397",raleigh
19874507,2025-10-01,8,"498397192,408722491,40113480,259852701,541134222,309519575,584818419,79099670",raleigh
19874507,2025-08-01,9,"565516422,45816569,395962322,428988585,27261584,85564289,100958734,49741645,184432923",raleigh
19874507,2025-06-01,11,"407264766,513159782,93904857,134688573,231987204,210399759,571223800,435609300,691508164,9290837,349761645",raleigh
24914399,2025-07-01,1,235966567,raleigh
24914399,2025-11-01,1,70851716,raleigh
24914399,2026-05-01,1,411563173,raleigh
24914399,2026-04-01,1,523849370,raleigh
24914399,2026-02-01,1,235966567,raleigh
24914399,2025-12-01,1,567347618,raleigh
24914399,2025-06-01,1,539409336,raleigh
26847169,2026-03-01,3,"30176237,7849627,396318847",raleigh
26847169,2025-10-01,1,655291534,raleigh
26847169,2025-06-01,1,45696475,raleigh
47202848,2026-05-01,1,288080928,raleigh
47202848,2026-04-01,1,9968263,raleigh
47202848,2026-02-01,1,671169084,raleigh
47202848,2025-12-01,1,81090749,raleigh
47202848,2025-08-01,2,"368936189,694338784",raleigh
47202848,2025-07-01,1,533373263,raleigh
33545776,2026-05-01,2,"439205987,134761153",raleigh
33545776,2026-04-01,1,330811877,raleigh
33545776,2026-03-01,2,"740378462,193498865",raleigh
33545776,2026-02-01,2,"675138611,525226531",raleigh
33545776,2025-11-01,1,347044035,raleigh
33545776,2025-10-01,2,"463536848,396498546",raleigh
33545776,2025-06-01,1,434894487,raleigh
10235303,2025-07-01,1,701328208,raleigh
10235303,2025-12-01,2,"683641302,706554776",raleigh
10235303,2025-08-01,1,161283426,raleigh
10235303,2025-06-01,2,"492314291,675949489",raleigh
14074320,2026-03-01,6,"59045609,5998845,87342286,154490114,85722412,4440985",raleigh
14074320,2026-01-01,2,"7178515,256979343",raleigh
14074320,2025-11-01,8,"133503776,302577617,685254433,138720329,41112637,444672272,139416750,56759177",raleigh
14074320,2025-09-01,6,"302577617,52718096,78305765,4928645,115973645,59512423",raleigh
14074320,2025-07-01,2,"584104291,335475711",raleigh
14074320,2026-04-01,5,"509627399,45213690,264029357,670987694,2343403",raleigh
14074320,2026-02-01,7,"259191379,59512423,44133666,463091823,724339205,505056006,195302835",raleigh
14074320,2025-12-01,2,"31873628,543100858",raleigh
14074320,2025-10-01,4,"4928645,395938432,725053665,28835838",raleigh
14074320,2025-08-01,3,"52883412,706611297,310529905",raleigh
14074320,2025-06-01,5,"484292086,24938934,465467096,15562531,591534585",raleigh
41383929,2026-05-01,1,39859129,raleigh
41383929,2026-03-01,7,"123776752,214457437,19409814,217575391,106681817,26574621,77023126",raleigh
41383929,2025-09-01,5,"51019255,469782755,717052899,468783894,715925070",raleigh
41383929,2025-07-01,5,"422160015,576551975,708383771,157626132,662181494",raleigh
41383929,2025-11-01,9,"108764039,707393086,574599957,43255996,293221648,282759608,75904539,428310772,185012798",raleigh
41383929,2026-01-01,6,"329410607,571627820,400200951,240598238,217575391,175890627",raleigh
41383929,2026-04-01,7,"137371389,61546532,272562441,446833371,531426727,51019255,280374283",raleigh
41383929,2026-02-01,1,444382670,raleigh
41383929,2025-12-01,4,"117551172,36773262,400849074,682932373",raleigh
41383929,2025-10-01,6,"128441644,406625921,252003539,239770371,11430175,130170712",raleigh
41383929,2025-08-01,5,"107141434,279217751,19405901,135217446,165851074",raleigh
41383929,2025-06-01,6,"97670855,532176192,86909219,13584061,699846691,690049561",raleigh
48055795,2026-02-01,1,115527998,raleigh
48055795,2025-12-01,1,176116360,raleigh
48055795,2025-06-01,1,83287369,raleigh
50348851,2025-12-01,1,248670542,raleigh
50348851,2025-10-01,3,"463906303,311780888,430691493",raleigh
50348851,2025-09-01,1,55280956,raleigh
50348851,2025-08-01,2,"28720087,703122626",raleigh
50348851,2025-06-01,1,157774101,raleigh
4556261,2025-07-01,1,119554537,raleigh
4556261,2025-11-01,3,"4170280,2641548,402558825",raleigh
4556261,2025-10-01,3,"470273742,210371855,35911815",raleigh
4556261,2025-06-01,1,118514499,raleigh
4556261,2026-02-01,1,9358519,raleigh
4556261,2025-09-01,1,350668,raleigh
4556261,2026-05-01,1,544259495,raleigh
4556261,2026-04-01,1,62863372,raleigh
4556261,2025-12-01,1,282261,raleigh
35484232,2026-03-01,5,"547337111,372234272,442952062,441853350,106430632",raleigh
35484232,2025-11-01,1,462891311,raleigh
35484232,2025-09-01,2,"84293209,488674130",raleigh
35484232,2025-07-01,1,368642354,raleigh
35484232,2026-04-01,2,"336121236,39295401",raleigh
35484232,2025-12-01,2,"727904635,190638442",raleigh
35484232,2025-10-01,2,"36902911,654001572",raleigh
35484232,2025-08-01,3,"129157562,454167344,583514326",raleigh
35484232,2025-06-01,4,"171027734,225951638,121361288,282911429",raleigh
35256023,2025-11-01,4,"370005632,27846904,198656419,64972528",raleigh
35256023,2025-09-01,3,"46663272,10525250,512875882",raleigh
35256023,2025-07-01,2,"127337248,37427621",raleigh
35256023,2026-01-01,2,"130153220,196605062",raleigh
35256023,2025-12-01,1,56656322,raleigh
35256023,2025-10-01,7,"37304069,127807,324686435,189957418,454015132,561563183,140847",raleigh
35256023,2025-08-01,2,"150347443,27846904",raleigh
35256023,2025-06-01,2,"399040011,396465224",raleigh
35256023,2026-04-01,1,65691409,raleigh
52372656,2026-03-01,1,456696752,raleigh
52372656,2025-09-01,1,170440288,raleigh
52372656,2025-07-01,1,700065715,raleigh
52372656,2026-01-01,4,"308398169,732663394,42390603,493955986",raleigh
52372656,2025-08-01,2,"435904983,302152459",raleigh
52372656,2025-12-01,4,"66332036,587450130,57250346,5008536",raleigh
52372656,2025-10-01,1,437700941,raleigh
52372656,2026-02-01,1,738692254,raleigh
52372656,2025-06-01,4,"123202103,454777382,214015331,255948393",raleigh
22742433,2025-11-01,1,100439978,raleigh
22742433,2025-10-01,1,712188800,raleigh
22742433,2025-09-01,1,322353843,raleigh
21527439,2025-06-01,1,46664604,raleigh
31920135,2026-03-01,5,"124954,65395353,478576737,555332336,385750951",raleigh
31920135,2026-01-01,1,28835838,raleigh
31920135,2025-11-01,4,"29165432,22148331,232155940,97531058",raleigh
31920135,2025-09-01,5,"407438632,4928645,211126132,703109613,63221127",raleigh
31920135,2025-07-01,5,"213615971,452432429,24770178,264976551,506004180",raleigh
31920135,2026-04-01,8,"160055196,197685511,414641816,528101469,448495478,221866094,4975729,395699099",raleigh
31920135,2026-02-01,5,"584104291,217043081,51627844,59512423,28835838",raleigh
31920135,2025-12-01,1,44441096,raleigh
31920135,2025-10-01,6,"28835838,595066102,264916799,652033423,516736443,142068468",raleigh
31920135,2025-08-01,5,"82562824,163438367,53644547,344397304,574360273",raleigh
31920135,2025-06-01,4,"171636205,12005813,17088367,558358541",raleigh
41211961,2025-11-01,1,52859869,raleigh
41211961,2025-09-01,1,92942090,raleigh
41211961,2025-07-01,3,"565771304,431192348,705936625",raleigh
41211961,2025-10-01,4,"131707492,651236963,91749459,205398057",raleigh
52471118,2026-05-01,1,92049180,raleigh
52471118,2026-03-01,1,65064277,raleigh
52471118,2026-01-01,1,740402928,raleigh
52471118,2025-09-01,4,"102291316,359299257,195990375,141364351",raleigh
52471118,2025-07-01,4,"111618821,85327079,215879144,298620228",raleigh
52471118,2026-04-01,3,"455229418,366148839,27975407",raleigh
52471118,2026-02-01,1,161722797,raleigh
52471118,2025-12-01,3,"373598862,349346171,493237789",raleigh
52471118,2025-10-01,3,"408053872,252827433,498289332",raleigh
52471118,2025-08-01,5,"105644980,133957582,454997267,276082944,8892757",raleigh
52471118,2025-06-01,4,"349971850,11279659,330228072,581208774",raleigh
34060391,2025-07-01,1,410729509,raleigh
34060391,2025-08-01,1,113261500,raleigh
34060391,2025-10-01,5,"723921294,42061115,42061115,6662318,180322814",raleigh
34127704,2025-09-01,1,189933001,raleigh
34127704,2026-02-01,1,563663640,raleigh
34127704,2025-10-01,1,224656461,raleigh
51032668,2025-07-01,1,274881307,raleigh
51032668,2025-06-01,3,"587061104,498960631,400153795",raleigh
8193715,2026-01-01,1,726740833,raleigh
8193715,2026-02-01,1,499382826,raleigh
8193715,2025-10-01,1,505736614,raleigh
8193715,2025-08-01,1,304743175,raleigh
50990680,2026-04-01,4,"60903618,541733374,494785347,666006935",raleigh
50990680,2026-03-01,9,"496590934,445105308,70543875,396830743,267488441,506131478,707454367,752703777,752350586",raleigh
50990680,2026-02-01,3,"569046696,501003908,532943631",raleigh
50990680,2026-01-01,7,"360588989,182525337,686087998,565786398,569046696,415851988,245106743",raleigh
50990680,2025-12-01,2,"265640974,551056161",raleigh
50990680,2025-11-01,5,"90335157,686661518,526259876,526259876,236758511",raleigh
50990680,2025-10-01,1,237883175,raleigh
50990680,2025-09-01,3,"705145584,191367622,687064600",raleigh
50990680,2025-08-01,2,"525955553,415091957",raleigh
50990680,2025-07-01,1,441066470,raleigh
50990680,2025-06-01,2,"538136363,126520818",raleigh
33972946,2026-03-01,5,"61325496,181475276,51534414,264172713,25967314",raleigh
33972946,2026-01-01,1,23832936,raleigh
33972946,2025-11-01,4,"1334193,221739696,34141607,219262869",raleigh
33972946,2025-09-01,4,"235335577,335328436,30004943,68387765",raleigh
33972946,2025-07-01,5,"116982644,56050069,37281804,667844515,196027330",raleigh
33972946,2026-04-01,4,"217429405,151398655,377489198,591763176",raleigh
33972946,2026-02-01,3,"130151464,128293163,195880126",raleigh
33972946,2025-12-01,2,"722833376,204768973",raleigh
33972946,2025-10-01,2,"109567822,454764824",raleigh
33972946,2025-08-01,3,"41663172,32629888,3208450",raleigh
33972946,2025-06-01,2,"88306266,18742562",raleigh
46264961,2026-03-01,6,"112899141,708506007,482330136,111476321,247222174,299735366",raleigh
46264961,2025-11-01,6,"524217548,227846348,26027823,60294984,681739422,43848929",raleigh
46264961,2025-09-01,4,"71212358,590557050,151844568,542662736",raleigh
46264961,2025-07-01,6,"66764,412784669,387267621,545952425,504076139,368337272",raleigh
46264961,2026-04-01,1,151954641,raleigh
46264961,2026-02-01,3,"228138119,228599360,104894986",raleigh
